"","book","chapter","character","word_count"
"1125","A Memory of Light","Prologue: By Grace and Banners Fallen","Isam",2599
"1126","A Memory of Light","Prologue: By Grace and Banners Fallen","Talmanes",1197
"1127","A Memory of Light","Prologue: By Grace and Banners Fallen","Leilwin Shipless",3133
"1128","A Memory of Light","Prologue: By Grace and Banners Fallen","Talmanes",1107
"1129","A Memory of Light","Prologue: By Grace and Banners Fallen","Aviendha",2443
"1130","A Memory of Light","Prologue: By Grace and Banners Fallen","Talmanes",1673
"1131","A Memory of Light","Prologue: By Grace and Banners Fallen","Androl Genhald",3174
"1132","A Memory of Light","Prologue: By Grace and Banners Fallen","Talmanes",2311
"1133","A Memory of Light","Prologue: By Grace and Banners Fallen","Moghedien",2499
"1134","A Memory of Light","Prologue: By Grace and Banners Fallen","Talmanes",1294
"1135","A Memory of Light","Ch1: Eastward the Wind Blew","Rand al'Thor",2931
"1136","A Memory of Light","Ch1: Eastward the Wind Blew","Egwene al'Vere",2733
"1137","A Memory of Light","Ch1: Eastward the Wind Blew","Rand al'Thor",2503
"1138","A Memory of Light","Ch2: The Choice of an Ajah","Pevara",3963
"1139","A Memory of Light","Ch2: The Choice of an Ajah","Aviendha",2975
"1140","A Memory of Light","Ch3: A Dangerous Place","Androl Genhald",2470
"1141","A Memory of Light","Ch3: A Dangerous Place","Rand al'Thor",1470
"1142","A Memory of Light","Ch3: A Dangerous Place","Pevara",2344
"1143","A Memory of Light","Ch4: Advantages to a Bond","Androl Genhald",2564
"1144","A Memory of Light","Ch4: Advantages to a Bond","Rand al'Thor",1467
"1145","A Memory of Light","Ch4: Advantages to a Bond","Pevara",2240
"1146","A Memory of Light","Ch5: To Require a Boon","Rand al'Thor",1412
"1147","A Memory of Light","Ch5: To Require a Boon","Egwene al'Vere",8450
"1148","A Memory of Light","Ch6: A Knack","Perrin Aybara",5145
"1149","A Memory of Light","Ch6: A Knack","Lan Mandragoran",2167
"1150","A Memory of Light","Ch7: Into the Thick of It","Elayne Trakand",2667
"1151","A Memory of Light","Ch7: Into the Thick of It","Lan Mandragoran",3217
"1152","A Memory of Light","Ch8: That Smoldering City","Elayne Trakand",2143
"1153","A Memory of Light","Ch8: That Smoldering City","Androl Genhald",2141
"1154","A Memory of Light","Ch9: To Die Well","Lan Mandragoran",2189
"1155","A Memory of Light","Ch9: To Die Well","Egwene al'Vere",1858
"1156","A Memory of Light","Ch9: To Die Well","Rand al'Thor",2729
"1157","A Memory of Light","Ch10: The Use of Dragons","Perrin Aybara",236
"1158","A Memory of Light","Ch10: The Use of Dragons","Elayne Trakand",1630
"1159","A Memory of Light","Ch10: The Use of Dragons","Androl Genhald",491
"1160","A Memory of Light","Ch10: The Use of Dragons","Lan Mandragoran",513
"1161","A Memory of Light","Ch10: The Use of Dragons","Elayne Trakand",1962
"1162","A Memory of Light","Ch11: Just Another Sell-sword","Egwene al'Vere",1552
"1163","A Memory of Light","Ch11: Just Another Sell-sword","Matrim Cauthon",3711
"1164","A Memory of Light","Ch11: Just Another Sell-sword","Rand al'Thor",2160
"1165","A Memory of Light","Ch12: A Shard of a Moment","Birgitte",1054
"1166","A Memory of Light","Ch12: A Shard of a Moment","Rand al'Thor",2284
"1167","A Memory of Light","Ch12: A Shard of a Moment","Perrin Aybara",687
"1168","A Memory of Light","Ch13: What Must Be Done","Egwene al'Vere",1568
"1169","A Memory of Light","Ch13: What Must Be Done","Elayne Trakand",1024
"1170","A Memory of Light","Ch13: What Must Be Done","Perrin Aybara",2348
"1171","A Memory of Light","Ch14: Doses of Forkroot","Perrin Aybara",2017
"1172","A Memory of Light","Ch14: Doses of Forkroot","Androl Genhald",2055
"1173","A Memory of Light","Ch14: Doses of Forkroot","Perrin Aybara",1984
"1174","A Memory of Light","Ch14: Doses of Forkroot","Androl Genhald",504
"1175","A Memory of Light","Ch15: Your Neck in a Cord","Matrim Cauthon",2463
"1176","A Memory of Light","Ch15: Your Neck in a Cord","Rand al'Thor",3016
"1177","A Memory of Light","Ch15: Your Neck in a Cord","Matrim Cauthon",2504
"1178","A Memory of Light","Ch16: A Silence Like Screaming","Loial",863
"1179","A Memory of Light","Ch16: A Silence Like Screaming","Galad Damodred",511
"1180","A Memory of Light","Ch16: A Silence Like Screaming","Rand al'Thor",1471
"1181","A Memory of Light","Ch16: A Silence Like Screaming","Moiraine Damodred",180
"1182","A Memory of Light","Ch16: A Silence Like Screaming","Lan Mandragoran",3004
"1183","A Memory of Light","17, Ch17: Older, More Weathered","Matrim Cauthon",3614
"1184","A Memory of Light","Ch18: To Feel Wasted","Gawyn Trakand",3488
"1185","A Memory of Light","Ch18: To Feel Wasted","Lan Mandragoran",2063
"1186","A Memory of Light","Ch18: To Feel Wasted","Rand al'Thor",1859
"1187","A Memory of Light","Ch19: The Choice of a Patch","Elayne Trakand",1982
"1188","A Memory of Light","Ch19: The Choice of a Patch","Egwene al'Vere",1511
"1189","A Memory of Light","Ch19: The Choice of a Patch","Matrim Cauthon",1748
"1190","A Memory of Light","Ch20: Into Thankan'dar","Egwene al'Vere",2571
"1191","A Memory of Light","Ch20: Into Thankan'dar","Aviendha",3559
"1192","A Memory of Light","Ch21: Not a Mistake to Ignore","Siuan Sanche",1514
"1193","A Memory of Light","Ch21: Not a Mistake to Ignore","Lyrelle",2139
"1194","A Memory of Light","Ch21: Not a Mistake to Ignore","Pevara",574
"1195","A Memory of Light","Ch22: The Wyld","Egwene al'Vere",2260
"1196","A Memory of Light","Ch22: The Wyld","Perrin Aybara",2586
"1197","A Memory of Light","Ch23: At the Edge of Time","Gawyn Trakand",717
"1198","A Memory of Light","Ch23: At the Edge of Time","Egwene al'Vere",2020
"1199","A Memory of Light","Ch23: At the Edge of Time","Aviendha",2745
"1200","A Memory of Light","Ch23: At the Edge of Time","Rand al'Thor",1091
"1201","A Memory of Light","Ch24: To Ignore the Omens","Fortuona",2549
"1202","A Memory of Light","Ch24: To Ignore the Omens","Lan Mandragoran",748
"1203","A Memory of Light","Ch24: To Ignore the Omens","Elayne Trakand",1995
"1204","A Memory of Light","Ch24: To Ignore the Omens","Rodel Ituralde",2348
"1205","A Memory of Light","Ch25: Quick Fragments","Siuan Sanche",745
"1206","A Memory of Light","Ch25: Quick Fragments","Rand al'Thor",827
"1207","A Memory of Light","Ch25: Quick Fragments","Lan Mandragoran",931
"1208","A Memory of Light","Ch25: Quick Fragments","Perrin Aybara",4201
"1209","A Memory of Light","Ch26: Considerations","Egwene al'Vere",3640
"1210","A Memory of Light","Ch26: Considerations","Elayne Trakand",2173
"1211","A Memory of Light","Ch27: Friendly Fire","Gareth Bryne",2686
"1212","A Memory of Light","Ch27: Friendly Fire","Min Farshaw",3156
"1213","A Memory of Light","Ch28: Too Many Men","Lan Mandragoran",1877
"1214","A Memory of Light","Ch28: Too Many Men","Loial",500
"1215","A Memory of Light","Ch28: Too Many Men","Matrim Cauthon",1553
"1216","A Memory of Light","Ch29: The Loss of a Hill","Egwene al'Vere",913
"1217","A Memory of Light","Ch29: The Loss of a Hill","Lan Mandragoran",1580
"1218","A Memory of Light","Ch29: The Loss of a Hill","Matrim Cauthon",4083
"1219","A Memory of Light","Ch30: The Way of the Predator","Perrin Aybara",1834
"1220","A Memory of Light","Ch30: The Way of the Predator","Rand al'Thor",1630
"1221","A Memory of Light","Ch30: The Way of the Predator","Elayne Trakand",2442
"1222","A Memory of Light","Ch31: A Tempest of Water","Egwene al'Vere",1221
"1223","A Memory of Light","Ch31: A Tempest of Water","Rodel Ituralde",1527
"1224","A Memory of Light","Ch31: A Tempest of Water","Egwene al'Vere",2367
"1225","A Memory of Light","Ch32: A Yellow Flower-Spider","Matrim Cauthon",4300
"1226","A Memory of Light","Ch32: A Yellow Flower-Spider","Galad Damodred",1339
"1227","A Memory of Light","Ch33: The Prince's Tabac","Perrin Aybara",1929
"1228","A Memory of Light","Ch33: The Prince's Tabac","Faile",3443
"1229","A Memory of Light","Ch33: The Prince's Tabac","Aviendha",4005
"1230","A Memory of Light","Ch34: Drifting","Rand al'Thor",335
"1231","A Memory of Light","Ch34: Drifting","Perrin Aybara",573
"1232","A Memory of Light","Ch34: Drifting","Faile",1846
"1233","A Memory of Light","Ch34: Drifting","Aviendha",1175
"1234","A Memory of Light","Ch35: A Practiced Grin","Olver",1882
"1235","A Memory of Light","Ch35: A Practiced Grin","Cadsuane Melaidhrin",766
"1236","A Memory of Light","Ch35: A Practiced Grin","Faile",1411
"1237","A Memory of Light","Ch36: Unchangeable Things","Nynaeve al'Meara",893
"1238","A Memory of Light","Ch36: Unchangeable Things","Matrim Cauthon",3514
"1239","A Memory of Light","Ch36: Unchangeable Things","Perrin Aybara",294
"1240","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Lan Mandragoran",663
"1241","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Elayne Trakand",2017
"1242","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Uno Nomesta",2062
"1243","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Logain Ablar",1147
"1244","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Gawyn Trakand",852
"1245","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Tam al'Thor",1414
"1246","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Pevara",1621
"1247","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Matrim Cauthon",2533
"1248","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Galad Damodred",1042
"1249","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Rand al'Thor",2691
"1250","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Egwene al'Vere",1177
"1251","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Gawyn Trakand",2931
"1252","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Faile",1059
"1253","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Perrin Aybara",1251
"1254","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Androl Genhald",1357
"1255","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Rhuarc",1423
"1256","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Rand al'Thor",1212
"1257","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Silviana Brehon",2455
"1258","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Elayne Trakand",1418
"1259","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Matrim Cauthon",1352
"1260","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Min Farshaw",1352
"1261","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Egwene al'Vere",171
"1262","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Demandred",2082
"1263","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Rand al'Thor",294
"1264","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Juilin Sandar",647
"1265","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Pevara",2021
"1266","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Galad Damodred",1460
"1267","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Egwene al'Vere",251
"1268","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Tam al'Thor",792
"1269","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Fortuona",996
"1270","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Rand al'Thor",1864
"1271","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Matrim Cauthon",610
"1272","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Tam al'Thor",1569
"1273","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Elayne Trakand",915
"1274","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Galad Damodred",574
"1275","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Nynaeve al'Meara",202
"1276","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Matrim Cauthon",2414
"1277","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Egwene al'Vere",1025
"1278","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Galad Damodred",563
"1279","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Androl Genhald",993
"1280","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Gerard Arganda",2340
"1281","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Rand al'Thor",1976
"1282","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Matrim Cauthon",602
"1283","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Olver",2943
"1284","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Leane Sharif",837
"1285","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Talmanes",837
"1286","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Faile",1389
"1287","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Logain Ablar",796
"1288","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Egwene al'Vere",683
"1289","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Ila",861
"1290","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Olver",845
"1291","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Logain Ablar",928
"1292","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Egwene al'Vere",816
"1293","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Hurin",561
"1294","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Berelain",1526
"1295","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Rand al'Thor",506
"1296","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Mazrim Taim",1134
"1297","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Elayne Trakand",1218
"1298","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Rand al'Thor",300
"1299","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Min Farshaw",1773
"1300","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Egwene al'Vere",1746
"1301","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Rand al'Thor",124
"1302","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Leane Sharif",178
"1303","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Berelain",214
"1304","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Matrim Cauthon",1235
"1305","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Olver",69
"1306","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Loial",426
"1307","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Tam al'Thor",260
"1308","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Lan Mandragoran",628
"1309","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Min Farshaw",111
"1310","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Rand al'Thor",60
"1311","A Memory of Light","Ch37: The Last Battle *There is an issue with repeating Names in this chapter. But then again this chapter was over 200 pages in length!!","Lan Mandragoran",811
"1312","A Memory of Light","Ch38: The Place That Was Not","Rand al'Thor",539
"1313","A Memory of Light","Ch38: The Place That Was Not","Shendla",65
"1314","A Memory of Light","Ch38: The Place That Was Not","Rand al'Thor",449
"1315","A Memory of Light","Ch38: The Place That Was Not","Loial",145
"1316","A Memory of Light","Ch39: Those Who Fight","Rand al'Thor",513
"1317","A Memory of Light","Ch39: Those Who Fight","Matrim Cauthon",141
"1318","A Memory of Light","Ch39: Those Who Fight","Rand al'Thor",21
"1319","A Memory of Light","Ch39: Those Who Fight","Matrim Cauthon",101
"1320","A Memory of Light","Ch39: Those Who Fight","Rand al'Thor",40
"1321","A Memory of Light","Ch39: Those Who Fight","Olver",48
"1322","A Memory of Light","Ch39: Those Who Fight","Matrim Cauthon",159
"1323","A Memory of Light","Ch39: Those Who Fight","Elayne Trakand",361
"1324","A Memory of Light","Ch39: Those Who Fight","Matrim Cauthon",1368
"1325","A Memory of Light","Ch39: Those Who Fight","Olver",312
"1326","A Memory of Light","Ch40: Wolfbrother","Elayne Trakand",435
"1327","A Memory of Light","Ch40: Wolfbrother","Aviendha",1304
"1328","A Memory of Light","Ch40: Wolfbrother","Elayne Trakand",560
"1329","A Memory of Light","Ch40: Wolfbrother","Matrim Cauthon",721
"1330","A Memory of Light","Ch40: Wolfbrother","Jur Grady",833
"1331","A Memory of Light","Ch41: A Smile","Pevara",638
"1332","A Memory of Light","Ch41: A Smile","Moghedien",1034
"1333","A Memory of Light","Ch41: A Smile","Talmanes",304
"1334","A Memory of Light","Ch42: Impossibilities","Aviendha",1087
"1335","A Memory of Light","Ch42: Impossibilities","Atal Mishraile",1423
"1336","A Memory of Light","Ch42: Impossibilities","Pevara",367
"1337","A Memory of Light","Ch42: Impossibilities","Aviendha",560
"1338","A Memory of Light","Ch43: A Field of Glass","Logain Ablar",862
"1339","A Memory of Light","Ch43: A Field of Glass","Matrim Cauthon",1287
"1340","A Memory of Light","Ch43: A Field of Glass","Rand al'Thor",384
"1341","A Memory of Light","Ch43: A Field of Glass","Aviendha",444
"1342","A Memory of Light","Ch44: Two Craftsmen","Perrin Aybara",2634
"1343","A Memory of Light","Ch44: Two Craftsmen","Thom Merrilin",1632
"1344","A Memory of Light","Ch45: Tendrils of Mist","Matrim Cauthon",427
"1345","A Memory of Light","Ch45: Tendrils of Mist","Shaisam",587
"1346","A Memory of Light","Ch45: Tendrils of Mist","Gaul",920
"1347","A Memory of Light","Ch45: Tendrils of Mist","Matrim Cauthon",1120
"1348","A Memory of Light","Ch46: To Awaken","Rand al'Thor",143
"1349","A Memory of Light","Ch46: To Awaken","Nynaeve al'Meara",256
"1350","A Memory of Light","Ch46: To Awaken","Perrin Aybara",1950
"1351","A Memory of Light","Ch46: To Awaken","Matrim Cauthon",483
"1352","A Memory of Light","Ch47: Watching the Flow Writhe","Aviendha",425
"1353","A Memory of Light","Ch47: Watching the Flow Writhe","Shaisam",173
"1354","A Memory of Light","Ch47: Watching the Flow Writhe","Perrin Aybara",422
"1355","A Memory of Light","Ch47: Watching the Flow Writhe","Rand al'Thor",512
"1356","A Memory of Light","Ch48: A Brilliant Lance","Elayne Trakand",150
"1357","A Memory of Light","Ch48: A Brilliant Lance","Thom Merrilin",61
"1358","A Memory of Light","Ch48: A Brilliant Lance","Min Farshaw",85
"1359","A Memory of Light","Ch48: A Brilliant Lance","Aviendha",155
"1360","A Memory of Light","Ch48: A Brilliant Lance","Logain Ablar",356
"1361","A Memory of Light","Ch49: Light and Shadow","Perrin Aybara",1074
"1362","A Memory of Light","Ch49: Light and Shadow","Rand al'Thor",421
"1363","A Memory of Light","Ch49: Light and Shadow","Moiraine Damodred",162
"1364","A Memory of Light","Epiloque: To See the Answer","Rand al'Thor",184
"1365","A Memory of Light","Epiloque: To See the Answer","Matrim Cauthon",182
"1366","A Memory of Light","Epiloque: To See the Answer","Perrin Aybara",1025
"1367","A Memory of Light","Epiloque: To See the Answer","Loial",872
"1368","A Memory of Light","Epiloque: To See the Answer","Matrim Cauthon",372
"1369","A Memory of Light","Epiloque: To See the Answer","Perrin Aybara",167
"1370","A Memory of Light","Epiloque: To See the Answer","Moghedien",413
"1371","A Memory of Light","Epiloque: To See the Answer","Nynaeve al'Meara",472
"1372","A Memory of Light","Epiloque: To See the Answer","Perrin Aybara",633
"1373","A Memory of Light","Epiloque: To See the Answer","Birgitte",357
"1374","A Memory of Light","Epiloque: To See the Answer","Tam al'Thor",262
"1375","A Memory of Light","Epiloque: To See the Answer","Min Farshaw",615
"1376","A Memory of Light","Epiloque: To See the Answer","Rand al'Thor",708
"1377","A Memory of Light","Epiloque: To See the Answer","Cadsuane Melaidhrin",180
"1378","A Memory of Light","Epiloque: To See the Answer","Rand al'Thor",708
"1379","A Memory of Light","Epiloque: To See the Answer","Quote",182
